Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Dr.	Lazor	Lawrence Zidovsky		C	CT01	2021	5/29/2021	10040530
Dr.	Lazor	Lawrence Zidovsky		X	CT01	2021	6/8/2021	30014930
	Leathers	Jeffery JD		C	MO04	2021	6/14/2021	10040882
	Lee	Denton		C	NC07	2021	5/24/2021	10040604
Hon.	Lee	Susie		P	NV03	2021	1/11/2021	20017980
Hon.	Lee	Susie		P	NV03	2021	2/10/2021	20018168
Hon.	Lee	Susie		P	NV03	2021	3/11/2021	20018329
Hon.	Lee	Susie		P	NV03	2021	5/5/2021	20018528
Hon.	Lee	Susie		P	NV03	2021	5/10/2021	20018701
Hon.	Lee	Susie		P	NV03	2021	6/14/2021	20018866
Mrs.	Lemons-Johnson	Audra		C	MI03	2021	5/13/2021	10040400
	Lentz	Greg		C	CA12	2021	7/3/2021	10041113
	Levi	Robert		C	TX01	2021	5/14/2021	10040446
Hon.	Lipinski	Daniel		T	IL03	2021	2/3/2021	10039494
	Lira	John		C	TX23	2021	6/24/2021	10040985
	Lira	John		X	TX23	2021	6/29/2021	30014965
Hon.	Loebsack	David		T	IA02	2021	1/28/2021	8217830
Mr.	Lombardi	Jack	II	X	IL16	2021	5/18/2021	30014915
Hon.	Long	Billy		P	MO07	2021	6/16/2021	8218114
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/9/2021	20017999
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/9/2021	20018000
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/9/2021	20018001
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/26/2021	20018081
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/26/2021	20018082
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/26/2021	20018083
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/2/2021	20018129
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/2/2021	20018130
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/2/2021	20018131
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/2/2021	20018132
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/5/2021	20018153
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/5/2021	20018154
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/5/2021	20018155
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/10/2021	20018185
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/10/2021	20018186
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/10/2021	20018187
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/21/2021	20018256
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/5/2021	20018334
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/5/2021	20018335
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/5/2021	20018336
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/17/2021	20018413
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/17/2021	20018414
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018447
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018448
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018449
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018450
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018451
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018452
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018453
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/28/2021	20018473
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/28/2021	20018474
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/28/2021	20018475
Hon.	Lowenthal	Alan S.		P	CA47	2021	4/4/2021	20018513
Hon.	Lowenthal	Alan S.		P	CA47	2021	4/4/2021	20018514
Hon.	Lowenthal	Alan S.		P	CA47	2021	4/15/2021	20018593
Hon.	Lowenthal	Alan S.		P	CA47	2021	5/17/2021	20018667
Hon.	Lowenthal	Alan S.		P	CA47	2021	5/24/2021	20018803
Hon.	Lowenthal	Alan S.		P	CA47	2021	6/6/2021	20018857
Hon.	Lowenthal	Alan S.		P	CA47	2021	6/13/2021	20018911
Hon.	Lowenthal	Alan S.		P	CA47	2021	6/13/2021	20018912
Hon.	Lowenthal	Alan S.		P	CA47	2021	6/13/2021	20018913
Hon.	Lowenthal	Alan S.		P	CA47	2021	7/5/2021	20019028
Hon.	Lowenthal	Alan S.		P	CA47	2021	7/6/2021	20019033
Hon.	Lowey	Nita M.		T	NY17	2021	1/29/2021	10039444
Dr.	Lowry	Robert		C	TX21	2021	7/2/2021	10041089
Dr.	Lowry	Robert		D	TX21	2021	6/28/2021	40003218
Hon.	Luján	Ben Ray		E	NM03	2021	1/29/2021	8217833
Hon.	Luria	Elaine		P	VA02	2021	4/13/2021	20018569
	Luttrell	Morgan Joe		X	TX08	2021	6/29/2021	30014972
Hon.	Malinowski	Tom		P	NJ07	2021	3/5/2021	20011417
Hon.	Malinowski	Tom		P	NJ07	2021	3/6/2021	20018344
Hon.	Malinowski	Tom		P	NJ07	2021	4/10/2021	20018553
Hon.	Malinowski	Tom		P	NJ07	2021	6/12/2021	20018792
Hon.	Malinowski	Tom		P	NJ07	2021	6/23/2021	20018967
Hon.	Maloney	Sean Patrick		P	NY18	2021	4/2/2021	20018502
	Manning	Kathy		P	NC06	2021	2/4/2021	20018138
	Manning	Kathy		P	NC06	2021	3/4/2021	20018325
Hon.	Manning	Kathy		P	NC06	2021	5/6/2021	20018693
	Manolache	Gabriella		D	MI03	2021	5/11/2021	40003177
Hon.	Marchant	Kenny		T	TX24	2021	4/19/2021	8217992
Hon.	Marchant	Kenny		X	TX24	2021	11/2/2020	8217795
Hon.	Marshall	Roger W.		E	KS01	2021	2/19/2021	8217881
	Marter	James Thomas		C	IL16	2021	5/13/2021	10040389
	Martin	Henry Robert		C	MO06	2021	5/24/2021	10040634
	Martz	Melissa		C	FL18	2021	5/8/2021	10040273
Hon.	Mast	Brian		P	FL18	2021	2/1/2021	20018108
Hon.	Mast	Brian		P	FL18	2021	3/17/2021	20018412
Hon.	Mast	Brian		P	FL18	2021	3/18/2021	20018421
Hon.	Mast	Brian		P	FL18	2021	4/19/2021	20018601
Hon.	Mast	Brian		P	FL18	2021	5/14/2021	20018737
Hon.	Matsui	Doris O.		P	CA06	2021	2/9/2021	20018180
Hon.	Matsui	Doris O.		P	CA06	2021	2/12/2021	8217852
Hon.	Matsui	Doris O.		P	CA06	2021	6/22/2021	20018861
Hon.	McAdams	Ben		T	UT04	2021	1/30/2021	10039488
Hon.	McCaul	Michael T.		P	TX10	2021	2/25/2021	8217869
Hon.	McCaul	Michael T.		P	TX10	2021	3/30/2021	8217912
Hon.	McCaul	Michael T.		P	TX10	2021	4/19/2021	8217977
Hon.	McCaul	Michael T.		P	TX10	2021	5/26/2021	8218059
Hon.	McCaul	Michael T.		P	TX10	2021	6/17/2021	8218113
	McCormack	Holly		C	GA14	2021	6/10/2021	10039655
	McCormack	Holly		X	GA14	2021	6/1/2021	30014919
Dr.	McCormick	Richard Dean		X	GA07	2021	5/18/2021	30014903
Hon.	McHenry	Patrick T.		P	NC10	2021	1/10/2021	20018005
Hon.	McKinley	David B.		P	WV01	2021	3/1/2021	20018300
Hon.	McKinley	David B.		P	WV01	2021	4/6/2021	20018503
Hon.	McKinley	David B.		P	WV01	2021	6/2/2021	20018830
	Medina	Ian Anthony		C	NY10	2021	3/4/2021	10039581
Mr.	Meijer	Peter		P	MI03	2021	2/23/2021	20018188
Mr.	Meijer	Peter		P	MI03	2021	3/16/2021	20018311
	Meyer	Lawrence N D		C	TN04	2021	5/14/2021	10040454
	Miller	Aruna		X	MD06	2021	5/11/2021	30014896
	Miller	Stephen		C	NC07	2021	3/30/2021	8217915
	Mills	Cory		C	FL07	2021	5/7/2021	10040264
	Mitchell	Jonathan Andrew		C	TX08	2021	5/15/2021	10040474
Hon.	Mitchell	Paul	III	T	MI10	2021	1/19/2021	10039411
	Mizeur	Heather Renay		X	MD01	2021	5/5/2021	30011670
	Montague	Willie		X	FL10	2021	5/11/2021	30014892
Hon.	Moore	Felix Barry		P	AL02	2021	7/2/2021	20018999
	Moore	John W.		A	AZ01	2021	6/6/2021	10040608
	Moore	John W.		C	AZ01	2021	4/10/2021	10039718
	Moreira	Elizabeth		X	CA38	2021	6/1/2021	30014923
	Mosely	Brandon		C	CA42	2021	6/13/2021	10040573
	Moses	Patrick		C	TX06	2021	5/14/2021	10040455
Hon.	Moulton	Seth		P	MA06	2021	4/11/2021	20018427
Hon.	Mucarsel-Powell	Debbie		T	FL26	2021	5/1/2021	10039432
Hon.	Mucarsel-Powell	Debbie		X	FL26	2021	1/11/2021	30011631
Hon.	Murphy	Greg Francis		P	NC03	2021	2/12/2021	20016924
Dr.	Murphy	Marcus		C	CO05	2021	5/26/2021	8218055
	Nalbandian	Johnny		X	CA27	2021	5/18/2021	30014911
Mr.	Navarre	Roderic Stewart		X	VA01	2021	5/18/2021	30014902
	Nevarez	Wendy Marie-Limbaugh		D	NC11	2021	5/14/2021	40003188
	Newman	Marie		P	IL03	2021	2/13/2021	20018190
Hon.	Newman	Marie		P	IL03	2021	4/15/2021	20018385
Hon.	Newman	Marie		P	IL03	2021	4/15/2021	20018592
Hon.	Newman	Marie		P	IL03	2021	4/21/2021	20018616
Hon.	Newman	Marie		P	IL03	2021	5/9/2021	20018702
Hon.	Newman	Marie		P	IL03	2021	6/10/2021	20018891
	Nicoloff	Josh		C	MO03	2021	4/26/2021	10039837
Mr.	Nolan	Gerry Gerard Mr		C	FL06	2021	5/15/2021	10040352
Hon.	Norton	Eleanor Holmes		P	DC00	2021	4/12/2021	20018566
	O'Connor	Daniel Jay	Jr	C	OH12	2021	5/17/2021	10040494
Mrs.	Olivas	Laura		D	NM01	2021	5/12/2021	8218036
Hon.	Olson	Pete		T	TX22	2021	4/26/2021	10039449
Hon.	Olson	Pete		X	TX22	2021	1/19/2021	30011633
	Onias	Marlon A.		W	FL20	2021	5/17/2021	7812
Mr.	Oppegaard-Peltier	Ernest Joseph	III	C	MN07	2021	5/15/2021	10040306
	Painter	Teresa L Royal		D	NC07	2021	4/6/2021	40003150
	Parker	Kevin Copeland		C	FL09	2021	6/13/2021	10040802
	Paulina Luna	Anna		X	FL13	2021	6/1/2021	30014917
Hon.	Pelosi	Nancy		P	CA12	2021	1/21/2021	20018011
Hon.	Pelosi	Nancy		P	CA12	2021	3/9/2021	20018355
Hon.	Pelosi	Nancy		P	CA12	2021	4/9/2021	20018539
Hon.	Pelosi	Nancy		P	CA12	2021	7/2/2021	20019004
Hon.	Perlmutter	Ed		P	CO07	2021	6/25/2021	20018974
Mr.	Peters	Samuel James		C	NV04	2021	5/28/2021	10040693
Hon.	Peters	Scott H.		P	CA52	2021	1/13/2021	20017994
Hon.	Peters	Scott H.		P	CA52	2021	2/8/2021	20018152
Hon.	Peters	Scott H.		P	CA52	2021	3/11/2021	20018346
Hon.	Peters	Scott H.		P	CA52	2021	4/14/2021	20018560
Hon.	Peters	Scott H.		P	CA52	2021	5/12/2021	20018716
Hon.	Peters	Scott H.		P	CA52	2021	6/8/2021	20018867
	Peterson	Bob		C	OH15	2021	7/4/2021	10041206
	Peterson	Bob		X	OH15	2021	6/2/2021	8218069
Hon.	Peterson	Collin C.		T	MN07	2021	1/25/2021	10039466
	Pfaff	Teresa Marie		C	IL16	2021	4/24/2021	10039770
	Pfaff	Teresa Marie		D	IL16	2021	5/6/2021	8218016
Hon.	Phillips	Dean		P	MN03	2021	1/9/2021	20017991
Hon.	Phillips	Dean		P	MN03	2021	2/13/2021	20018175
Hon.	Phillips	Dean		P	MN03	2021	3/9/2021	20018352
Hon.	Phillips	Dean		P	MN03	2021	4/7/2021	20018523
Hon.	Phillips	Dean		P	MN03	2021	5/12/2021	20018719
Hon.	Phillips	Dean		P	MN03	2021	6/8/2021	20018863
	Phillips	Jeffrey Alan		D	CA12	2021	5/7/2021	40003175
Hon.	Pingree	Chellie		P	ME01	2021	4/13/2021	20018542
	Piper-Loomis	Lynz		C	SC01	2021	6/30/2021	8218136
	Piper-Loomis	Lynz		X	SC01	2021	6/2/2021	8218068
	Pitocco	Antonio		C	MD03	2021	5/13/2021	10040384
	Preece	Christopher		D	KY06	2021	4/13/2021	40003154
Hon.	Price	David E.		P	NC04	2021	1/3/2021	20017957
Hon.	Price	David E.		P	NC04	2021	2/5/2021	20018163
Hon.	Price	David E.		P	NC04	2021	2/19/2021	20018253
	Purham	Randy		C	AK00	2021	4/2/2021	10039689
	Quinn	Christine Yvonne		X	FL14	2021	6/1/2021	30014920
	Recotta	James P.		C	NY23	2021	6/20/2021	10041003
	Rector	Christopher D.		C	TX12	2021	6/9/2021	10040843
	Redden	Savanna		C	OH01	2021	6/27/2021	10041018
	Redden	Savanna		D	OH01	2021	4/13/2021	40003153
	Remillard	Joshua		C	NC11	2021	5/17/2021	8218038
	Reuter	Kimberly Ann Clark		D	GA10	2021	4/21/2021	40003161
	Revis	Christopher John		W	TX08	2021	6/16/2021	7817
	Reynolds	Derral		C	MO07	2021	5/29/2021	10040707
Hon.	Richmond	Cedric L.		E	LA02	2021	2/11/2021	8217855
	Robertson	Mark Steven		C	NV03	2021	4/28/2021	10039768
Hon.	Roby	Martha		X	AL02	2021	2/2/2021	30011641
	Rocellerpitts	Angeigh Jeannean		C	TX30	2021	5/14/2021	10040424
Mr.	Rocha	Jon		C	MI06	2021	5/13/2021	10040399
	Rodermund	Jon Travis		C	TX06	2021	4/16/2021	10039694
	Rodermund	Jon Travis		D	TX06	2021	3/31/2021	40003149
Mr.	Rodriguez	Christopher		C	CA49	2021	7/4/2021	10041208
	Rodriguez	Lucia S.		W		2021		8217932
Hon.	Rogers	Harold Dallas		P	KY05	2021	2/10/2021	8217844
Hon.	Rogers	Harold Dallas		P	KY05	2021	4/1/2021	8217925
Hon.	Rogers	Harold Dallas		P	KY05	2021	4/1/2021	8217926
Hon.	Rogers	Harold Dallas		P	KY05	2021	6/11/2021	8218108
Hon.	Rooney	Francis		T	FL19	2021	2/3/2021	8217834
Hon.	Rose	Max		T	NY11	2021	2/2/2021	10039490
	Ross	Deborah K.		P	NC02	2021	1/24/2021	20018072
Hon.	Ross	Deborah K.		P	NC02	2021	4/30/2021	20018659
Hon.	Rouda	Harley E.	Jr	P	CA48	2021	5/26/2021	8218062
Hon.	Rouda	Harley E.	Jr	T	CA48	2021	5/4/2021	10039455
Hon.	Rouda	Harley E.	Jr	X	CA48	2021	1/22/2021	30011636
	Rupert	Charles V.		C	GA10	2021	6/28/2021	10041116
	Russo	Allison		C	OH15	2021	7/6/2021	10040763
	Russo	Allison		X	OH15	2021	6/17/2021	30014939
Hon.	Rutherford	John		P	FL04	2021	2/2/2021	20018123
Hon.	Rutherford	John		P	FL04	2021	2/2/2021	20018124
Hon.	Rutherford	John		P	FL04	2021	3/8/2021	20018350
	Sabatini	Anthony		A	FL11	2021	5/15/2021	10040476
	Sabatini	Anthony		C	FL11	2021	5/15/2021	10040468
Ms.	Sanchez	Jana		C	TX06	2021	4/21/2021	10039750
Mr.	Sansaricq	Bernard		X	FL20	2021	6/15/2021	30014955
	Sasinowski	Sass		C	TX00	2021	2/10/2021	10039527
	Scheller	Lisa		X	PA07	2021	6/2/2021	8218070
	Schmitt	Colin J.		C	NY18	2021	6/30/2021	10040277
	Schmitt	Colin J.		X	NY18	2021	5/18/2021	30014904
Hon.	Schrader	Kurt		P	OR05	2021	2/23/2021	8217870
Hon.	Schrader	Kurt		P	OR05	2021	3/9/2021	8217887
Hon.	Schrader	Kurt		P	OR05	2021	4/1/2021	8217927
Hon.	Schrader	Kurt		P	OR05	2021	4/1/2021	8217928
Hon.	Schrader	Kurt		P	OR05	2021	5/12/2021	8218029
Hon.	Schrader	Kurt		P	OR05	2021	6/4/2021	8218082
Hon.	Scott	Austin		P	GA08	2021	2/12/2021	20018208
Hon.	Scott	Austin		P	GA08	2021	4/1/2021	20018498
Hon.	Scott	Austin		P	GA08	2021	5/18/2021	20018771
Hon.	Scott	Austin		P	GA08	2021	5/18/2021	20018772
Hon.	Scott	Austin		P	GA08	2021	6/30/2021	20018992
	Sedillo Lopez	Antoinette		C	NM01	2021	3/25/2021	10039667
	Selvig	Marissa Joy		D	WY00	2021	6/1/2021	8218072
Hon.	Sensenbrenner	F. James	Jr.	T	WI05	2021	5/3/2021	8218008
	Serrano	Carolina		X	NV04	2021	6/29/2021	30014969
Hon.	Serrano	José E.		T	NY15	2021	1/17/2021	10039447
Hon.	Sessions	Pete		P	TX32	2021	5/3/2021	20018672
Hon.	Sessions	Pete		P	TX32	2021	5/5/2021	20018690
Hon.	Sessions	Pete		P	TX32	2021	5/5/2021	20018691
Mr.	Sessler	Jerrod C		C	WA04	2021	5/10/2021	10039723
Hon.	Shalala	Donna		T	FL27	2021	2/24/2021	10039414
Hon.	Shalala	Donna		X	FL27	2021	1/22/2021	30011635
Mr.	Shannon	Rick Alan	Jr.	C	TN05	2021	6/1/2021	10040732
	Shearer	Alaina		C	OH12	2021	5/15/2021	10040475
Ms.	Sheldon-London	Monika Louise Ms		X	CA03	2021	6/2/2021	8218071
	Sheriff	Peggy		W		2021		8217933
Hon.	Sherrill	Mikie		P	NJ11	2021	4/1/2021	20018496
Hon.	Shimkus	John		T	IL15	2021	5/12/2021	10039503
Hon.	Shimkus	John		X	IL15	2021	2/2/2021	30011642
	Sigala	Angelina R.		C	CA10	2021	4/27/2021	10039991
	Simms	Jill Eaton		C	OH13	2021	5/25/2021	10040636
Hon.	Simpson	Michael K.		P	ID02	2021	1/13/2021	20018028
Hon.	Simpson	Michael K.		P	ID02	2021	2/1/2021	20018114
Hon.	Simpson	Michael K.		P	ID02	2021	4/2/2021	20018508
Hon.	Simpson	Michael K.		P	ID02	2021	5/19/2021	20018773
	Sites	Jeffrey Alan		C	OH04	2021	5/14/2021	10040453
	Smith	Darin Dale		X	WY01	2021	6/15/2021	30014951
	Smith	Gina Dunckel		C	TX14	2021	5/14/2021	10040283
	Smith	Gregg Harrison		W		2021		8217918
	Smith	Sancha		A	LA05	2021	3/15/2021	10039632
	Smith	Sancha		C	LA05	2021	3/15/2021	10039625
	Smith	Wesley Gilman		D	MO02	2021	5/14/2021	8218039
	Soriano	Gavriel Eliyahu		C	FL11	2021	5/17/2021	10040522
Mr.	Sotelo	Philip		D	TX34	2021	5/26/2021	40003208
Hon.	Spanberger	Abigail		P	VA07	2021	6/3/2021	20018843
Hon.	Spano	Vincent Ross		T	FL15	2021	1/29/2021	10039486
	Spartz	Victoria		P	IN05	2021	2/20/2021	20018254
Hon.	Spartz	Victoria		P	IN05	2021	6/20/2021	20018952
Hon.	Spartz	Victoria		P	IN05	2021	6/21/2021	20018955
	St. John	Heidi		C	WA03	2021	5/17/2021	10039964
	Stahl	Judith		X	AZ04	2021	6/1/2021	30014925
	Stahl	Judith		X	AZ04	2021	6/29/2021	30014967
	Stansbury	Melanie		X	NM01	2021	5/11/2021	30014893
Mr.	Stephens	John Matthew		C	IN03	2021	5/11/2021	10039641
Hon.	Steube	Greg		P	FL17	2021	2/24/2021	20018273
Hon.	Steube	Greg		P	FL17	2021	4/2/2021	20018463
	Stevens	Michael Travis		C	TX20	2021	6/7/2021	10040825
	Stewart	Hal		D	NY22	2021	6/25/2021	40003217
	Stinziano	Michael		W	OH15	2021	5/24/2021	7814
Hon.	Stivers	Steve		X	OH15	2021	6/2/2021	30014938
	Strong	Dale Whitney		C	AL05	2021	6/30/2021	10040427
	Strong	Dale Whitney		X	AL05	2021	5/18/2021	30014913
	Sturm	Scott William		C	TX21	2021	5/4/2021	10040187
	Swank	Keith Roland		C	WA10	2021	6/25/2021	10041080
	Swanson	Michael A.		D	IL18	2021	5/17/2021	40003197
	Tanaka	Greg		D	CA18	2021	4/21/2021	8217988
	Tanaka	Greg		X	CA18	2021	4/15/2021	8217985
	Tarazi	Omar		C	OH15	2021	6/2/2021	10040521
Mr.	Taylor	Kirby Jerome Birgans		C	IL01	2021	4/13/2021	10039720
	Taylor	Priscilla Ann		C	FL20	2021	6/11/2021	10040492
	Ter Maat	Michael		C	FL20	2021	6/29/2021	10041123
	Thompson	Charles		C	TX18	2021	5/18/2021	10040538
Hon.	Thornberry	Mac		T	TX13	2021	1/5/2021	10039410
Hon.	Tipton	Scott R.		T	CO03	2021	2/2/2021	10039504
	Toomim	Leah Melissa		X	CA00	2021	6/8/2021	30014935
Hon.	Torres Small	Xochitl		A	NM02	2021	6/19/2021	10040528
Hon.	Torres Small	Xochitl		T	NM02	2021	2/3/2021	10039508
	Trevino	Ryan		C	TX34	2021	6/15/2021	10040944
	Tucker	Terry		D	TX03	2021	3/31/2021	8217922
	Ulis	Eric		C	AZ06	2021	5/15/2021	10040460
Hon.	Upton	Fred		P	MI06	2021	5/24/2021	8218054
	Valdez	Donald		C	CO03	2021	5/14/2021	10040430
Dr.	Van Dam	Richard Jacob		C	KY05	2021	6/24/2021	10040756
Mr.	Van Orden	Derrick F Mr		X	WI03	2021	5/18/2021	30014912
	Vanhorn	William		C	FL12	2021	7/5/2021	10041220
	Vilela	Amy		C	NV01	2021	5/29/2021	10040708
	Vincent	Sheldon C.	Sr.	C	LA02	2021	5/17/2021	10040477
Hon.	Visclosky	Peter J.		T	IN01	2021	1/25/2021	10039464
	Volotzky	Lucie L.		C	CA30	2021	5/19/2021	8218049
Ms.	Von Krieg	Bianca		X	CA12	2021	6/1/2021	30014928
Hon.	Wagner	Ann		P	MO02	2021	3/10/2021	8217886
Hon.	Wagner	Ann		P	MO02	2021	4/9/2021	8217937
Hon.	Wagner	Ann		P	MO02	2021	6/8/2021	8218083
	Wajer	Logan Ronald		C	MN01	2021	5/20/2021	10040590
Hon.	Walden	Greg		T	OR02	2021	1/28/2021	10039482
Hon.	Walker	Bradley Mark		T	NC06	2021	5/3/2021	10039473
Hon.	Walker	Bradley Mark		X	NC06	2021	1/26/2021	30011639
	Wardynski	Casey		C	AL05	2021	5/29/2021	10040607
	Warner	Jeff		D	MD04	2021	7/6/2021	40003222
Hon.	Wasserman Schultz	Debbie		P	FL23	2021	4/28/2021	20018637
	Waters	Allen R.		C	RI01	2021	5/19/2021	8218042
Hon.	Watkins	Steve Charles	Jr.	T	KS02	2021	5/4/2021	10039457
Hon.	Watkins	Steven Charles	Jr.	X	KS02	2021	1/25/2021	30011637
	West	Charles		C	MO06	2021	5/21/2021	10040596
	Wilhelm	Colin		C	CO03	2021	6/1/2021	8218074
	Wilhelm	Colin		X	CO03	2021	6/1/2021	30014921
	Williams	Marsha Viriginia		C	IL16	2021	3/3/2021	10039573
	Williams	Marsha Viriginia		D	IL16	2021	3/4/2021	40003129
	Wilson	Daniel		C	CA26	2021	1/31/2021	10039491
	Wirth	Claire		A	KY04	2021	5/30/2021	10040721
	Wirth	Claire		C	KY04	2021	5/30/2021	10040718
	Wirth	Claire		D	KY04	2021	4/9/2021	40003152
Hon.	Wittman	Robert J.		P	VA01	2021	1/19/2021	20018035
Hon.	Wittman	Robert J.		P	VA01	2021	1/26/2021	20018052
Hon.	Wittman	Robert J.		P	VA01	2021	2/22/2021	20018193
Hon.	Wittman	Robert J.		P	VA01	2021	3/17/2021	20018392
Hon.	Wittman	Robert J.		P	VA01	2021	4/12/2021	20018552
Hon.	Wittman	Robert J.		P	VA01	2021	5/12/2021	20018715
Hon.	Wittman	Robert J.		P	VA01	2021	6/8/2021	20018870
	Wood	Marisa		X	CA23	2021	6/17/2021	30014948
	Wood	Michael A.		C	TX06	2021	4/1/2021	10039685
Hon.	Woodall	Rob		T	GA07	2021	4/19/2021	10039739
	Woods	Marshall J.		D	TX17	2021	5/14/2021	40003189
	Wright	Harrison Gage Woodard		C	AL05	2021	6/5/2021	10040798
	Wright	Susan		C	TX06	2021	3/31/2021	10039656
	Wysocki	Frederick		C	RI01	2021	3/31/2021	10039698
	Yakhour	Wadi		C	WA03	2021	3/21/2021	10039657
Hon.	Yarmuth	John A.		P	KY03	2021	2/19/2021	20018244
Hon.	Yarmuth	John A.		P	KY03	2021	4/21/2021	20018609
Hon.	Yoho	Ted S.		T	FL03	2021	1/29/2021	8217831
Mr.	Young	Geno		D	IL16	2021	5/14/2021	40003194
	Zimmerman	Marina		D	CO03	2021	5/17/2021	40003195
	Zinke	Ryan		D	MT00	2021	6/1/2021	40003209
